Name,Timestamp
LBT22IT001,2025-03-20 13:11:52
LBT22IT015,2025-03-20 13:19:51
LBT22IT001,2025-03-20 13:14:45
LBT22IT001,2025-03-20 13:19:27
LBT22IT015,2025-03-20 13:21:31
LBT22IT015,2025-03-20 13:30:07
LBT22IT015,2025-03-20 13:16:49
LBT22IT001,2025-03-20 13:12:54
LBT22IT001,2025-03-20 13:13:43
LBT22IT015,2025-03-20 13:18:02
LBT22IT015,2025-03-20 13:13:11
LBT22IT001,2025-03-20 13:16:47
LBT22IT001,2025-03-20 13:14:24
LBT22IT015,2025-03-20 13:14:20
LBT22IT001,2025-03-20 13:13:52
LBT22IT001,2025-03-20 13:21:44
LBT22IT015,2025-03-20 13:14:12
LBT22IT015,2025-03-20 13:14:23
LBT22IT015,2025-03-20 13:11:33
LBT22IT015,2025-03-20 13:14:56
LBT22IT015,2025-03-20 13:18:54
LBT22IT001,2025-03-20 13:16:17
LBT22IT015,2025-03-20 13:16:02
LBT22IT001,2025-03-20 13:14:38
LBT22IT015,2025-03-20 13:19:26
LBT22IT015,2025-03-20 13:11:55
LBT22IT015,2025-03-20 13:18:25
LBT22IT001,2025-03-20 13:13:50
LBT22IT015,2025-03-20 13:14:20
LBT22IT015,2025-03-20 13:18:35
LBT22IT001,2025-03-20 13:17:10
LBT22IT001,2025-03-20 13:20:14
LBT22IT001,2025-03-20 13:21:58
LBT22IT015,2025-03-20 13:18:28
LBT22IT001,2025-03-20 13:20:24
LBT22IT015,2025-03-20 13:22:03
LBT22IT015,2025-03-20 13:13:19
LBT22IT001,2025-03-20 13:31:03
LBT22IT015,2025-03-20 13:14:26
LBT22IT015,2025-03-20 13:12:57
LBT22IT001,2025-03-20 13:20:14
LBT22IT001,2025-03-20 13:30:08
LBT22IT015,2025-03-20 13:11:34
LBT22IT015,2025-03-20 13:21:07
LBT22IT015,2025-03-20 13:12:52
LBT22IT015,2025-03-20 13:12:14
LBT22IT001,2025-03-20 13:21:07
LBT22IT015,2025-03-20 13:20:39
LBT22IT015,2025-03-20 13:30:17
LBT22IT015,2025-03-20 13:20:34
LBT22IT001,2025-03-20 13:11:55
LBT22IT015,2025-03-20 13:30:54
LBT22IT001,2025-03-20 13:12:26
LBT22IT001,2025-03-20 13:22:58
LBT22IT001,2025-03-20 13:15:01
LBT22IT001,2025-03-20 13:21:15
LBT22IT015,2025-03-20 13:15:57
LBT22IT015,2025-03-20 13:14:02
LBT22IT001,2025-03-20 13:21:44
LBT22IT015,2025-03-20 13:16:05
LBT22IT001,2025-03-20 13:12:18
LBT22IT001,2025-03-20 13:16:55
LBT22IT015,2025-03-20 13:30:40
LBT22IT001,2025-03-20 13:19:19
LBT22IT015,2025-03-20 13:20:47
LBT22IT001,2025-03-20 13:19:28
LBT22IT015,2025-03-20 13:14:18
LBT22IT015,2025-03-20 13:30:45
LBT22IT015,2025-03-20 13:16:54
LBT22IT015,2025-03-20 13:16:25
LBT22IT015,2025-03-20 13:22:22
LBT22IT015,2025-03-20 13:19:35
LBT22IT001,2025-03-20 13:11:47
LBT22IT001,2025-03-20 13:13:40
LBT22IT001,2025-03-20 13:17:10
LBT22IT001,2025-03-20 13:19:12
LBT22IT015,2025-03-20 13:22:41
LBT22IT015,2025-03-20 13:22:31
LBT22IT001,2025-03-20 13:14:44
LBT22IT001,2025-03-20 13:20:56
LBT22IT015,2025-03-20 13:14:00
LBT22IT015,2025-03-20 13:22:20
LBT22IT015,2025-03-20 13:21:42
LBT22IT015,2025-03-20 13:13:43
LBT22IT001,2025-03-20 13:31:11
LBT22IT001,2025-03-20 13:15:45
LBT22IT015,2025-03-20 13:18:59
LBT22IT001,2025-03-20 13:22:23
LBT22IT015,2025-03-20 13:20:38
LBT22IT015,2025-03-20 13:13:03
LBT22IT001,2025-03-20 13:20:23
LBT22IT015,2025-03-20 13:21:16
LBT22IT015,2025-03-20 13:12:47
LBT22IT001,2025-03-20 13:14:53
LBT22IT001,2025-03-20 13:19:12
LBT22IT015,2025-03-20 13:18:25
LBT22IT015,2025-03-20 13:13:11
LBT22IT015,2025-03-20 13:30:47
LBT22IT015,2025-03-20 13:22:28
LBT22IT001,2025-03-20 13:16:56
LBT22IT015,2025-03-20 13:20:07
LBT22IT001,2025-03-20 13:11:53
LBT22IT001,2025-03-20 13:19:09
LBT22IT015,2025-03-20 13:12:34
LBT22IT001,2025-03-20 13:12:48
LBT22IT015,2025-03-20 13:22:44
LBT22IT001,2025-03-20 13:16:39
LBT22IT001,2025-03-20 13:16:48
LBT22IT015,2025-03-20 13:12:12
LBT22IT015,2025-03-20 13:20:42
LBT22IT001,2025-03-20 13:19:24
LBT22IT001,2025-03-20 13:12:08
LBT22IT001,2025-03-20 13:13:17
LBT22IT001,2025-03-20 13:20:46
LBT22IT001,2025-03-20 13:18:57
LBT22IT015,2025-03-20 13:13:57
LBT22IT001,2025-03-20 13:15:49
LBT22IT015,2025-03-20 13:20:15
LBT22IT001,2025-03-20 13:20:17
LBT22IT015,2025-03-20 13:16:39
LBT22IT001,2025-03-20 13:16:33
LBT22IT015,2025-03-20 13:12:58
LBT22IT015,2025-03-20 13:13:39
LBT22IT001,2025-03-20 13:30:22
LBT22IT015,2025-03-20 13:21:30
LBT22IT015,2025-03-20 13:13:26
LBT22IT015,2025-03-20 13:20:57
LBT22IT015,2025-03-20 13:11:30
LBT22IT015,2025-03-20 13:22:52
LBT22IT001,2025-03-20 13:22:30
LBT22IT015,2025-03-20 13:13:00
LBT22IT001,2025-03-20 13:15:53
LBT22IT015,2025-03-20 13:19:48
LBT22IT001,2025-03-20 13:15:28
LBT22IT001,2025-03-20 13:17:40
LBT22IT015,2025-03-20 13:22:54
LBT22IT015,2025-03-20 13:21:12
LBT22IT015,2025-03-20 13:19:51
LBT22IT015,2025-03-20 13:14:23
LBT22IT015,2025-03-20 13:11:57
LBT22IT001,2025-03-20 13:11:32
LBT22IT015,2025-03-20 13:11:30
LBT22IT001,2025-03-20 13:19:57
LBT22IT015,2025-03-20 13:19:34
LBT22IT015,2025-03-20 13:20:59
LBT22IT001,2025-03-20 13:18:46
LBT22IT015,2025-03-20 13:19:43
LBT22IT015,2025-03-20 13:13:49
LBT22IT001,2025-03-20 13:12:46
LBT22IT001,2025-03-20 13:20:51
LBT22IT015,2025-03-20 13:21:19
LBT22IT001,2025-03-20 13:20:33
LBT22IT015,2025-03-20 13:29:59
LBT22IT001,2025-03-20 13:19:06
LBT22IT015,2025-03-20 13:16:15
LBT22IT001,2025-03-20 13:20:22
LBT22IT001,2025-03-20 13:16:19
LBT22IT015,2025-03-20 13:12:28
LBT22IT015,2025-03-20 13:16:09
LBT22IT015,2025-03-20 13:11:24
LBT22IT001,2025-03-20 13:20:23
LBT22IT015,2025-03-20 13:12:38
LBT22IT001,2025-03-20 13:16:27
LBT22IT001,2025-03-20 13:29:52
LBT22IT015,2025-03-20 13:22:25
LBT22IT001,2025-03-20 13:19:59
LBT22IT001,2025-03-20 13:16:04
LBT22IT001,2025-03-20 13:31:12
LBT22IT015,2025-03-20 13:11:20
LBT22IT015,2025-03-20 13:11:34
LBT22IT001,2025-03-20 13:30:07
LBT22IT001,2025-03-20 13:22:50
LBT22IT001,2025-03-20 13:30:05
LBT22IT015,2025-03-20 13:30:15
LBT22IT015,2025-03-20 13:15:39
LBT22IT001,2025-03-20 13:30:35
LBT22IT015,2025-03-20 13:15:33
LBT22IT001,2025-03-20 13:19:25
LBT22IT001,2025-03-20 13:19:29
LBT22IT015,2025-03-20 13:13:54
LBT22IT015,2025-03-20 13:16:01
LBT22IT001,2025-03-20 13:19:22
LBT22IT001,2025-03-20 13:15:46
LBT22IT001,2025-03-20 13:17:54
LBT22IT001,2025-03-20 13:13:41
LBT22IT015,2025-03-20 13:16:55
LBT22IT015,2025-03-20 13:21:00
LBT22IT015,2025-03-20 13:21:47
LBT22IT015,2025-03-20 13:18:06
LBT22IT001,2025-03-20 13:21:57
LBT22IT001,2025-03-20 13:12:13
LBT22IT001,2025-03-20 13:30:30
LBT22IT001,2025-03-20 13:22:11
LBT22IT001,2025-03-20 13:13:03
LBT22IT001,2025-03-20 13:13:18
LBT22IT001,2025-03-20 13:22:17
LBT22IT015,2025-03-20 13:12:05
LBT22IT015,2025-03-20 13:18:13
LBT22IT001,2025-03-20 13:17:36
LBT22IT015,2025-03-20 13:18:12
LBT22IT001,2025-03-20 13:11:54
LBT22IT001,2025-03-20 13:11:54
LBT22IT015,2025-03-20 13:29:50
LBT22IT001,2025-03-20 13:21:04
LBT22IT001,2025-03-20 13:18:45
LBT22IT001,2025-03-20 13:14:19
LBT22IT001,2025-03-20 13:12:20
LBT22IT001,2025-03-20 13:19:43
LBT22IT001,2025-03-20 13:12:02
LBT22IT015,2025-03-20 13:12:58
LBT22IT001,2025-03-20 13:21:43
LBT22IT001,2025-03-20 13:12:16
LBT22IT015,2025-03-20 13:14:16
LBT22IT015,2025-03-20 13:14:22
LBT22IT015,2025-03-20 13:11:59
LBT22IT001,2025-03-20 13:19:28
LBT22IT015,2025-03-20 13:20:07
LBT22IT015,2025-03-20 13:17:54
LBT22IT001,2025-03-20 13:19:07
LBT22IT001,2025-03-20 13:16:17
LBT22IT001,2025-03-20 13:20:17
LBT22IT015,2025-03-20 13:21:46
LBT22IT001,2025-03-20 13:15:53
LBT22IT001,2025-03-20 13:19:18
LBT22IT001,2025-03-20 13:20:31
LBT22IT001,2025-03-20 13:20:00
LBT22IT015,2025-03-20 13:11:31
LBT22IT015,2025-03-20 13:14:12
LBT22IT001,2025-03-20 13:30:50
LBT22IT001,2025-03-20 13:17:35
LBT22IT015,2025-03-20 13:12:36
LBT22IT015,2025-03-20 13:14:56
LBT22IT015,2025-03-20 13:21:45
LBT22IT015,2025-03-20 13:19:32
LBT22IT001,2025-03-20 13:20:05
LBT22IT015,2025-03-20 13:17:55
LBT22IT015,2025-03-20 13:21:36
LBT22IT001,2025-03-20 13:20:47
LBT22IT001,2025-03-20 13:18:31
LBT22IT015,2025-03-20 13:15:51
LBT22IT015,2025-03-20 13:13:12
LBT22IT015,2025-03-20 13:11:56
LBT22IT015,2025-03-20 13:30:03
LBT22IT001,2025-03-20 13:17:26
LBT22IT015,2025-03-20 13:18:16
LBT22IT001,2025-03-20 13:16:25
LBT22IT015,2025-03-20 13:17:43
LBT22IT015,2025-03-20 13:22:37
LBT22IT015,2025-03-20 13:22:18
LBT22IT001,2025-03-20 13:14:59
LBT22IT001,2025-03-20 13:20:05
LBT22IT001,2025-03-20 13:20:02
LBT22IT015,2025-03-20 13:16:41
LBT22IT015,2025-03-20 13:30:28
LBT22IT001,2025-03-20 13:16:34
LBT22IT001,2025-03-20 13:12:15
LBT22IT001,2025-03-20 13:12:32
LBT22IT001,2025-03-20 13:31:08
LBT22IT001,2025-03-20 13:13:29
LBT22IT001,2025-03-20 13:11:44
LBT22IT015,2025-03-20 13:18:54
LBT22IT015,2025-03-20 13:19:30
LBT22IT015,2025-03-20 13:17:50
LBT22IT015,2025-03-20 13:19:56
LBT22IT015,2025-03-20 13:21:03
LBT22IT015,2025-03-20 13:11:19
LBT22IT015,2025-03-20 13:14:35
LBT22IT015,2025-03-20 13:12:07
LBT22IT001,2025-03-20 13:17:57
LBT22IT001,2025-03-20 13:20:13
LBT22IT001,2025-03-20 13:31:09
LBT22IT001,2025-03-20 13:18:27
LBT22IT015,2025-03-20 13:13:55
LBT22IT015,2025-03-20 13:13:12
LBT22IT015,2025-03-20 13:13:56
LBT22IT001,2025-03-20 13:16:06
LBT22IT015,2025-03-20 13:16:21
LBT22IT001,2025-03-20 13:22:17
LBT22IT001,2025-03-20 13:19:31
LBT22IT001,2025-03-20 13:12:26
LBT22IT015,2025-03-20 13:20:10
LBT22IT001,2025-03-20 13:18:33
LBT22IT015,2025-03-20 13:15:59
LBT22IT001,2025-03-20 13:30:07
LBT22IT015,2025-03-20 13:13:54
LBT22IT015,2025-03-20 13:15:25
LBT22IT015,2025-03-20 13:16:42
LBT22IT015,2025-03-20 13:15:34
LBT22IT015,2025-03-20 13:12:17
LBT22IT015,2025-03-20 13:15:42
LBT22IT015,2025-03-20 13:12:11
LBT22IT015,2025-03-20 13:11:26
LBT22IT001,2025-03-20 13:22:15
LBT22IT015,2025-03-20 13:13:15
LBT22IT015,2025-03-20 13:12:09
LBT22IT001,2025-03-20 13:19:06
LBT22IT001,2025-03-20 13:20:05
LBT22IT001,2025-03-20 13:12:57
LBT22IT015,2025-03-20 13:16:54
LBT22IT015,2025-03-20 13:14:51
LBT22IT015,2025-03-20 13:16:14
LBT22IT001,2025-03-20 13:13:16
LBT22IT015,2025-03-20 13:15:15
LBT22IT015,2025-03-20 13:30:47
LBT22IT001,2025-03-20 13:30:26
LBT22IT015,2025-03-20 13:18:38
LBT22IT001,2025-03-20 13:30:11
LBT22IT015,2025-03-20 13:30:20
LBT22IT001,2025-03-20 13:13:10
LBT22IT015,2025-03-20 13:19:21
LBT22IT001,2025-03-20 13:19:18
LBT22IT001,2025-03-20 13:21:16
LBT22IT001,2025-03-20 13:16:18
LBT22IT001,2025-03-20 13:14:23
LBT22IT001,2025-03-20 13:20:59
LBT22IT001,2025-03-20 13:22:54
LBT22IT015,2025-03-20 13:21:26
LBT22IT001,2025-03-20 13:22:08
LBT22IT001,2025-03-20 13:12:22
LBT22IT015,2025-03-20 13:11:19
LBT22IT015,2025-03-20 13:17:37
LBT22IT001,2025-03-20 13:12:28
LBT22IT015,2025-03-20 13:15:16
LBT22IT001,2025-03-20 13:29:53
LBT22IT001,2025-03-20 13:20:57
LBT22IT001,2025-03-20 13:19:44
LBT22IT015,2025-03-20 13:17:56
LBT22IT001,2025-03-20 13:11:28
LBT22IT001,2025-03-20 13:20:13
LBT22IT015,2025-03-20 13:21:22
LBT22IT015,2025-03-20 13:11:40
LBT22IT001,2025-03-20 13:19:22
LBT22IT015,2025-03-20 13:16:02
LBT22IT015,2025-03-20 13:14:07
LBT22IT015,2025-03-20 13:14:09
LBT22IT015,2025-03-20 13:13:45
LBT22IT015,2025-03-20 13:18:24
LBT22IT001,2025-03-20 13:22:35
LBT22IT001,2025-03-20 13:17:13
LBT22IT001,2025-03-20 13:15:24
LBT22IT015,2025-03-20 13:30:24
LBT22IT015,2025-03-20 13:14:34
LBT22IT001,2025-03-20 13:22:15
LBT22IT001,2025-03-20 13:22:47
LBT22IT015,2025-03-20 13:15:31
LBT22IT015,2025-03-20 13:19:50
LBT22IT001,2025-03-20 13:30:52
LBT22IT001,2025-03-20 13:13:22
LBT22IT001,2025-03-20 13:14:26
LBT22IT001,2025-03-20 13:29:50
LBT22IT015,2025-03-20 13:20:52
LBT22IT001,2025-03-20 13:21:42
LBT22IT015,2025-03-20 13:14:06
LBT22IT001,2025-03-20 13:21:08
LBT22IT001,2025-03-20 13:21:01
LBT22IT015,2025-03-20 13:21:06
LBT22IT015,2025-03-20 13:22:33
LBT22IT001,2025-03-20 13:20:57
LBT22IT015,2025-03-20 13:19:02
LBT22IT015,2025-03-20 13:12:07
LBT22IT015,2025-03-20 13:13:43
LBT22IT001,2025-03-20 13:15:32
LBT22IT015,2025-03-20 13:12:35
LBT22IT001,2025-03-20 13:19:59
LBT22IT001,2025-03-20 13:13:30
LBT22IT001,2025-03-20 13:15:17
LBT22IT001,2025-03-20 13:13:04
LBT22IT015,2025-03-20 13:12:01
LBT22IT001,2025-03-20 13:15:56
LBT22IT001,2025-03-20 13:13:53
LBT22IT015,2025-03-20 13:20:16
LBT22IT001,2025-03-20 13:14:51
LBT22IT001,2025-03-20 13:30:52
LBT22IT001,2025-03-20 13:20:18
LBT22IT001,2025-03-20 13:12:39
LBT22IT015,2025-03-20 13:18:15
LBT22IT001,2025-03-20 13:13:52
LBT22IT001,2025-03-20 13:15:09
LBT22IT001,2025-03-20 13:16:27
LBT22IT015,2025-03-20 13:30:32
LBT22IT015,2025-03-20 13:21:47
LBT22IT001,2025-03-20 13:19:35
LBT22IT001,2025-03-20 13:12:12
LBT22IT015,2025-03-20 13:14:07
LBT22IT015,2025-03-20 13:30:25
LBT22IT001,2025-03-20 13:13:28
LBT22IT015,2025-03-20 13:14:09
LBT22IT001,2025-03-20 13:15:32
LBT22IT015,2025-03-20 13:17:14
LBT22IT015,2025-03-20 13:13:48
LBT22IT001,2025-03-20 13:15:59
LBT22IT015,2025-03-20 13:19:50
LBT22IT001,2025-03-20 13:19:15
LBT22IT015,2025-03-20 13:18:50
LBT22IT001,2025-03-20 13:14:29
LBT22IT015,2025-03-20 13:20:22
LBT22IT015,2025-03-20 13:18:11
LBT22IT015,2025-03-20 13:18:14
LBT22IT001,2025-03-20 13:11:22
LBT22IT015,2025-03-20 13:11:17
LBT22IT001,2025-03-20 13:30:46
LBT22IT015,2025-03-20 13:18:22
LBT22IT015,2025-03-20 13:16:20
LBT22IT015,2025-03-20 13:22:00
LBT22IT001,2025-03-20 13:20:18
LBT22IT015,2025-03-20 13:15:16
LBT22IT001,2025-03-20 13:13:26
LBT22IT015,2025-03-20 13:12:12
LBT22IT015,2025-03-20 13:16:45
LBT22IT001,2025-03-20 13:19:21
LBT22IT001,2025-03-20 13:30:57
LBT22IT001,2025-03-20 13:31:05
LBT22IT001,2025-03-20 13:21:05
LBT22IT015,2025-03-20 13:14:36
LBT22IT001,2025-03-20 13:20:43
LBT22IT015,2025-03-20 13:13:15
LBT22IT015,2025-03-20 13:22:22
LBT22IT001,2025-03-20 13:19:58
LBT22IT001,2025-03-20 13:19:41
LBT22IT001,2025-03-20 13:16:42
LBT22IT001,2025-03-20 13:16:36
LBT22IT001,2025-03-20 13:19:11
LBT22IT001,2025-03-20 13:19:01
LBT22IT015,2025-03-20 13:14:55
LBT22IT001,2025-03-20 13:14:37
LBT22IT001,2025-03-20 13:14:33
LBT22IT001,2025-03-20 13:20:11
LBT22IT015,2025-03-20 13:18:49
LBT22IT015,2025-03-20 13:12:46
LBT22IT001,2025-03-20 13:22:16
LBT22IT015,2025-03-20 13:17:02
LBT22IT015,2025-03-20 13:17:26
LBT22IT015,2025-03-20 13:20:49
LBT22IT001,2025-03-20 13:19:23
LBT22IT001,2025-03-20 13:18:10
LBT22IT001,2025-03-20 13:31:05
LBT22IT001,2025-03-20 13:16:08
LBT22IT001,2025-03-20 13:19:58
LBT22IT015,2025-03-20 13:11:47
LBT22IT015,2025-03-20 13:22:25
LBT22IT001,2025-03-20 13:19:24
LBT22IT015,2025-03-20 13:14:57
LBT22IT015,2025-03-20 13:14:09
LBT22IT015,2025-03-20 13:19:01
LBT22IT015,2025-03-20 13:15:00
LBT22IT001,2025-03-20 13:17:47
LBT22IT015,2025-03-20 13:12:16
LBT22IT015,2025-03-20 13:20:09
LBT22IT001,2025-03-20 13:19:11
LBT22IT015,2025-03-20 13:18:49
LBT22IT015,2025-03-20 13:22:54
LBT22IT015,2025-03-20 13:30:21
LBT22IT015,2025-03-20 13:30:26
LBT22IT015,2025-03-20 13:19:43
LBT22IT001,2025-03-20 13:16:01
LBT22IT015,2025-03-20 13:15:05
LBT22IT015,2025-03-20 13:22:53
LBT22IT001,2025-03-20 13:13:17
LBT22IT015,2025-03-20 13:14:14
LBT22IT001,2025-03-20 13:19:34
LBT22IT015,2025-03-20 13:16:32
LBT22IT001,2025-03-20 13:19:49
LBT22IT015,2025-03-20 13:30:33
LBT22IT001,2025-03-20 13:12:39
LBT22IT001,2025-03-20 13:22:00
LBT22IT015,2025-03-20 13:20:50
LBT22IT015,2025-03-20 13:14:14
LBT22IT015,2025-03-20 13:16:31
LBT22IT015,2025-03-20 13:12:31
LBT22IT015,2025-03-20 13:21:01
LBT22IT001,2025-03-20 13:16:18
LBT22IT015,2025-03-20 13:30:45
LBT22IT015,2025-03-20 13:17:36
LBT22IT015,2025-03-20 13:18:48
LBT22IT015,2025-03-20 13:20:41
LBT22IT015,2025-03-20 13:18:32
